column00,Unnamed: 0,TermName,StudentID,StudentDateOfBirth,StudentGender,Grade,Subject,Course,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,LexileScore,LexileMin,LexileMax,Goal1Name,Goal1RitScore,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5Adjective,TestStartDateTime,Year,ClassOf,Season
609,609,Winter 2019-2020,535603,2004-04-02,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341541,2020-01-27,09:17:48,39,227,3.0,47.0,Avg,47,0.0,,,,Operations and Algebraic Thinking,235,HiAvg,The Real and Complex Number Systems,215,LoAvg,Geometry,234,Avg,Statistics and Probability,225.0,Avg,,,,2020-01-27 09:17:48,2019-2020,2023,Winter
612,612,Winter 2019-2020,548005,2003-03-19,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599999,2020-02-03,13:56:55,72,281,3.0,99.0,High,54,0.0,,,,Operations and Algebraic Thinking,281,High,The Real and Complex Number Systems,293,High,Geometry,279,High,Statistics and Probability,271.0,High,,,,2020-02-03 13:56:55,2019-2020,2021,Winter
615,615,Winter 2019-2020,556296,2005-05-03,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341595,2020-01-27,09:06:22,42,242,2.9,75.0,HiAvg,54,1.9231,,,,Operations and Algebraic Thinking,251,High,The Real and Complex Number Systems,236,HiAvg,Geometry,240,HiAvg,Statistics and Probability,238.0,HiAvg,,,,2020-01-27 09:06:22,2019-2020,2023,Winter
618,618,Winter 2019-2020,577031,2003-05-06,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599460,2020-02-03,10:59:17,49,245,2.9,75.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,245,HiAvg,The Real and Complex Number Systems,246,HiAvg,Geometry,237,HiAvg,Statistics and Probability,252.0,High,,,,2020-02-03 10:59:17,2019-2020,2022,Winter
621,621,Winter 2019-2020,588275,2003-05-01,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599505,2020-02-03,13:57:06,78,278,3.0,98.0,High,56,0.0,,,,Operations and Algebraic Thinking,277,High,The Real and Complex Number Systems,276,High,Geometry,280,High,Statistics and Probability,279.0,High,,,,2020-02-03 13:57:06,2019-2020,2021,Winter
624,624,Winter 2019-2020,622408,2004-12-28,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341864,2020-01-27,09:06:19,45,231,2.9,55.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,237,HiAvg,The Real and Complex Number Systems,227,Avg,Geometry,234,Avg,Statistics and Probability,227.0,Avg,,,,2020-01-27 09:06:19,2019-2020,2023,Winter
627,627,Winter 2019-2020,636020,2003-08-14,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478662,2020-01-29,10:44:42,48,232,2.9,52.0,Avg,51,0.0,,,,Operations and Algebraic Thinking,226,LoAvg,The Real and Complex Number Systems,233,Avg,Geometry,237,HiAvg,Statistics and Probability,232.0,Avg,,,,2020-01-29 10:44:42,2019-2020,2022,Winter
630,630,Winter 2019-2020,646003,2004-08-19,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341915,2020-01-27,09:06:15,34,225,2.9,43.0,Avg,53,0.0,,,,Operations and Algebraic Thinking,218,LoAvg,The Real and Complex Number Systems,223,LoAvg,Geometry,229,Avg,Statistics and Probability,229.0,Avg,,,,2020-01-27 09:06:15,2019-2020,2023,Winter
633,633,Winter 2019-2020,677699,2004-01-29,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478777,2020-01-29,10:44:36,46,244,3.0,73.0,HiAvg,45,0.0,,,,Operations and Algebraic Thinking,251,High,The Real and Complex Number Systems,238,HiAvg,Geometry,245,HiAvg,Statistics and Probability,244.0,HiAvg,,,,2020-01-29 10:44:36,2019-2020,2022,Winter
636,636,Winter 2019-2020,686870,2002-10-11,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599432,2020-02-03,13:56:57,65,231,3.0,45.0,Avg,46,2.0,,,,Operations and Algebraic Thinking,224,LoAvg,The Real and Complex Number Systems,234,Avg,Geometry,236,Avg,Statistics and Probability,229.0,Avg,,,,2020-02-03 13:56:57,2019-2020,2021,Winter
639,639,Winter 2019-2020,688137,2004-06-03,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478363,2020-01-29,10:45:45,63,241,3.1,68.0,HiAvg,53,0.0,,,,Operations and Algebraic Thinking,235,Avg,The Real and Complex Number Systems,247,HiAvg,Geometry,237,HiAvg,Statistics and Probability,246.0,HiAvg,,,,2020-01-29 10:45:45,2019-2020,2022,Winter
642,642,Winter 2019-2020,721627,2003-12-05,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617378247,2020-01-29,10:44:36,106,265,2.9,95.0,High,49,0.0,,,,Operations and Algebraic Thinking,267,High,The Real and Complex Number Systems,270,High,Geometry,265,High,Statistics and Probability,257.0,High,,,,2020-01-29 10:44:36,2019-2020,2022,Winter
645,645,Winter 2019-2020,739929,2004-10-28,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618933301,2020-01-28,13:51:37,61,249,2.9,84.0,High,48,0.0,,,,Operations and Algebraic Thinking,245,HiAvg,The Real and Complex Number Systems,250,High,Geometry,251,High,Statistics and Probability,250.0,High,,,,2020-01-28 13:51:37,2019-2020,2023,Winter
648,648,Winter 2019-2020,788484,2003-08-17,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617378170,2020-01-29,09:10:47,77,225,2.9,38.0,LoAvg,50,0.0,,,,Operations and Algebraic Thinking,228,Avg,The Real and Complex Number Systems,220,LoAvg,Geometry,231,Avg,Statistics and Probability,221.0,LoAvg,,,,2020-01-29 09:10:47,2019-2020,2022,Winter
651,651,Winter 2019-2020,791069,2002-10-22,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599768,2020-02-03,14:02:54,44,233,2.9,49.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,232,Avg,The Real and Complex Number Systems,247,HiAvg,Geometry,229,Avg,Statistics and Probability,221.0,LoAvg,,,,2020-02-03 14:02:54,2019-2020,2021,Winter
654,654,Winter 2019-2020,812921,2002-07-02,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599645,2020-02-03,13:56:54,77,241,3.0,64.0,HiAvg,48,0.0,,,,Operations and Algebraic Thinking,241,HiAvg,The Real and Complex Number Systems,240,HiAvg,Geometry,241,HiAvg,Statistics and Probability,241.0,HiAvg,,,,2020-02-03 13:56:54,2019-2020,2021,Winter
657,657,Winter 2019-2020,835904,2005-06-26,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341906,2020-01-27,09:06:23,70,240,2.9,71.0,HiAvg,43,1.8868,,,,Operations and Algebraic Thinking,249,High,The Real and Complex Number Systems,244,HiAvg,Geometry,227,Avg,Statistics and Probability,241.0,HiAvg,,,,2020-01-27 09:06:23,2019-2020,2023,Winter
660,660,Winter 2019-2020,839104,2005-06-02,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341738,2020-01-27,09:06:21,69,253,3.1,89.0,High,46,0.0,,,,Operations and Algebraic Thinking,247,High,The Real and Complex Number Systems,255,High,Geometry,262,High,Statistics and Probability,246.0,HiAvg,,,,2020-01-27 09:06:21,2019-2020,2023,Winter
663,663,Winter 2019-2020,854875,2003-05-03,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599625,2020-02-03,13:57:07,70,248,2.9,76.0,HiAvg,50,0.0,,,,Operations and Algebraic Thinking,252,HiAvg,The Real and Complex Number Systems,238,Avg,Geometry,245,HiAvg,Statistics and Probability,257.0,High,,,,2020-02-03 13:57:07,2019-2020,2021,Winter
666,666,Winter 2019-2020,884856,2003-11-24,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478994,2020-01-29,10:46:06,54,240,2.9,67.0,HiAvg,51,1.9608,,,,Operations and Algebraic Thinking,239,HiAvg,The Real and Complex Number Systems,235,Avg,Geometry,244,HiAvg,Statistics and Probability,241.0,HiAvg,,,,2020-01-29 10:46:06,2019-2020,2022,Winter
669,669,Winter 2019-2020,895695,2005-03-02,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478882,2020-01-29,09:01:35,47,236,2.9,59.0,Avg,48,0.0,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,238,HiAvg,Geometry,238,HiAvg,Statistics and Probability,226.0,LoAvg,,,,2020-01-29 09:01:35,2019-2020,2022,Winter
672,672,Winter 2019-2020,902372,2004-08-24,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617070034,2020-01-29,09:04:57,75,248,3.0,79.0,HiAvg,51,0.0,,,,Operations and Algebraic Thinking,257,High,The Real and Complex Number Systems,246,HiAvg,Geometry,254,High,Statistics and Probability,238.0,HiAvg,,,,2020-01-29 09:04:57,2019-2020,2022,Winter
675,675,Winter 2019-2020,913580,2002-09-19,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617599706,2020-02-03,13:56:59,33,226,2.9,36.0,LoAvg,50,0.0,,,,Operations and Algebraic Thinking,240,HiAvg,The Real and Complex Number Systems,217,LoAvg,Geometry,230,Avg,Statistics and Probability,214.0,Low,,,,2020-02-03 13:56:59,2019-2020,2021,Winter
678,678,Winter 2019-2020,919202,2004-03-27,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478597,2020-01-29,10:44:47,66,235,2.9,57.0,Avg,51,0.0,,,,Operations and Algebraic Thinking,237,HiAvg,The Real and Complex Number Systems,229,Avg,Geometry,242,HiAvg,Statistics and Probability,234.0,Avg,,,,2020-01-29 10:44:47,2019-2020,2022,Winter
681,681,Winter 2019-2020,947734,2003-02-09,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,617600005,2020-02-03,13:56:59,44,250,3.0,79.0,HiAvg,46,4.0,,,,Operations and Algebraic Thinking,250,HiAvg,The Real and Complex Number Systems,253,High,Geometry,247,HiAvg,Statistics and Probability,252.0,HiAvg,,,,2020-02-03 13:56:59,2019-2020,2021,Winter
684,684,Winter 2019-2020,952720,2003-08-24,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478637,2020-01-29,10:44:48,55,241,2.9,68.0,HiAvg,52,1.9231,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,233,Avg,Geometry,246,HiAvg,Statistics and Probability,240.0,HiAvg,,,,2020-01-29 10:44:48,2019-2020,2022,Winter
687,687,Winter 2019-2020,961321,2003-10-07,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,618478988,2020-01-29,10:44:40,62,244,3.0,73.0,HiAvg,57,0.0,,,,Operations and Algebraic Thinking,249,HiAvg,The Real and Complex Number Systems,247,HiAvg,Geometry,240,HiAvg,Statistics and Probability,240.0,HiAvg,,,,2020-01-29 10:44:40,2019-2020,2022,Winter
690,690,Winter 2019-2020,964803,2004-11-05,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341823,2020-01-27,09:06:14,48,231,2.9,55.0,Avg,53,0.0,,,,Operations and Algebraic Thinking,243,HiAvg,The Real and Complex Number Systems,230,Avg,Geometry,220,LoAvg,Statistics and Probability,227.0,Avg,,,,2020-01-27 09:06:14,2019-2020,2023,Winter
693,693,Winter 2019-2020,979980,2004-10-17,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,619341848,2020-01-27,09:06:15,66,254,2.9,90.0,High,53,0.0,,,,Operations and Algebraic Thinking,250,High,The Real and Complex Number Systems,261,High,Geometry,247,High,Statistics and Probability,256.0,High,,,,2020-01-27 09:06:15,2019-2020,2023,Winter
696,696,Fall 2020-2021,108812,2005-03-19,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546276,2020-09-30,09:06:48,77,241,3.0,72.0,HiAvg,44,0.0,,,,Operations and Algebraic Thinking,243,HiAvg,The Real and Complex Number Systems,227,Avg,Geometry,251,High,Statistics and Probability,246.0,HiAvg,,,,2020-09-30 09:06:48,2020-2021,2023,Fall
699,699,Fall 2020-2021,1200563,2003-09-06,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546152,2020-09-30,09:05:06,69,260,3.1,91.0,High,58,0.0,,,,Operations and Algebraic Thinking,263,High,The Real and Complex Number Systems,261,High,Geometry,261,High,Statistics and Probability,257.0,High,,,,2020-09-30 09:05:06,2020-2021,2022,Fall
702,702,Fall 2020-2021,1205294,2005-05-05,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545970,2020-09-30,09:04:43,68,234,3.1,60.0,Avg,46,2.0,,,,Operations and Algebraic Thinking,236,HiAvg,The Real and Complex Number Systems,235,HiAvg,Geometry,235,HiAvg,Statistics and Probability,230.0,Avg,,,,2020-09-30 09:04:43,2020-2021,2023,Fall
705,705,Fall 2020-2021,1205598,2005-08-14,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546215,2020-09-30,09:05:56,49,230,2.9,52.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,232,Avg,The Real and Complex Number Systems,234,Avg,Geometry,228,Avg,Statistics and Probability,227.0,Avg,,,,2020-09-30 09:05:56,2020-2021,2023,Fall
708,708,Fall 2020-2021,1206097,2006-01-21,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545788,2020-09-30,09:05:01,71,248,3.1,86.0,High,54,0.0,,,,Operations and Algebraic Thinking,252,High,The Real and Complex Number Systems,247,High,Geometry,244,HiAvg,Statistics and Probability,250.0,High,,,,2020-09-30 09:05:01,2020-2021,2024,Fall
711,711,Fall 2020-2021,1207256,2004-09-08,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545756,2020-09-30,09:07:24,101,273,3.6,98.0,High,72,0.0,,,,Operations and Algebraic Thinking,270,High,The Real and Complex Number Systems,272,High,Geometry,274,High,Statistics and Probability,276.0,High,,,,2020-09-30 09:07:24,2020-2021,2023,Fall
714,714,Fall 2020-2021,1207962,2004-05-03,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545641,2020-09-30,09:10:18,57,239,3.0,64.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,249,HiAvg,The Real and Complex Number Systems,237,Avg,Geometry,234,Avg,Statistics and Probability,236.0,Avg,,,,2020-09-30 09:10:18,2020-2021,2022,Fall
717,717,Fall 2020-2021,1208784,2006-07-31,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,644360048,2020-09-30,09:02:02,120,249,3.0,87.0,High,50,0.0,,,,Operations and Algebraic Thinking,254,High,The Real and Complex Number Systems,244,HiAvg,Geometry,257,High,Statistics and Probability,241.0,HiAvg,,,,2020-09-30 09:02:02,2020-2021,2024,Fall
720,720,Fall 2020-2021,1208791,2005-07-07,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546130,2020-09-30,09:02:35,65,253,3.0,91.0,High,52,0.0,,,,Operations and Algebraic Thinking,253,High,The Real and Complex Number Systems,253,High,Geometry,253,High,Statistics and Probability,253.0,High,,,,2020-09-30 09:02:35,2020-2021,2024,Fall
723,723,Fall 2020-2021,1208795,2006-04-07,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546171,2020-09-30,09:05:05,70,240,2.9,75.0,HiAvg,52,0.0,,,,Operations and Algebraic Thinking,253,High,The Real and Complex Number Systems,231,Avg,Geometry,236,HiAvg,Statistics and Probability,237.0,HiAvg,,,,2020-09-30 09:05:05,2020-2021,2024,Fall
726,726,Fall 2020-2021,1208797,2006-06-14,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545681,2020-09-30,09:16:53,56,232,3.1,61.0,HiAvg,48,2.0,,,,Operations and Algebraic Thinking,234,HiAvg,The Real and Complex Number Systems,229,Avg,Geometry,236,HiAvg,Statistics and Probability,229.0,Avg,,,,2020-09-30 09:16:53,2020-2021,2024,Fall
729,729,Fall 2020-2021,1208799,2006-06-08,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545810,2020-09-30,09:04:56,49,226,2.9,49.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,233,HiAvg,The Real and Complex Number Systems,233,HiAvg,Geometry,214,LoAvg,Statistics and Probability,226.0,Avg,,,,2020-09-30 09:04:56,2020-2021,2024,Fall
732,732,Fall 2020-2021,1208801,2006-01-02,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,644360525,2020-09-30,09:01:31,107,258,3.0,94.0,High,54,2.0,,,,Operations and Algebraic Thinking,261,High,The Real and Complex Number Systems,254,High,Geometry,264,High,Statistics and Probability,253.0,High,,,,2020-09-30 09:01:31,2020-2021,2024,Fall
735,735,Fall 2020-2021,1208804,2005-04-08,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545760,2020-09-30,09:04:55,48,236,2.9,63.0,HiAvg,46,0.0,,,,Operations and Algebraic Thinking,235,HiAvg,The Real and Complex Number Systems,237,HiAvg,Geometry,232,Avg,Statistics and Probability,242.0,HiAvg,,,,2020-09-30 09:04:55,2020-2021,2023,Fall
738,738,Fall 2020-2021,1208807,2005-03-05,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546121,2020-09-30,09:04:42,65,254,3.0,89.0,High,48,4.0,,,,Operations and Algebraic Thinking,251,High,The Real and Complex Number Systems,256,High,Geometry,251,High,Statistics and Probability,257.0,High,,,,2020-09-30 09:04:42,2020-2021,2023,Fall
741,741,Fall 2020-2021,1208809,2004-12-24,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546310,2020-09-30,09:04:03,52,236,2.9,63.0,HiAvg,52,6.0,,,,Operations and Algebraic Thinking,243,HiAvg,The Real and Complex Number Systems,232,Avg,Geometry,231,Avg,Statistics and Probability,238.0,HiAvg,,,,2020-09-30 09:04:03,2020-2021,2023,Fall
744,744,Fall 2020-2021,1208822,2003-10-26,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545802,2020-09-30,09:05:59,34,211,3.1,16.0,Low,56,0.0,,,,Operations and Algebraic Thinking,212,Low,The Real and Complex Number Systems,213,Low,Geometry,209,Low,Statistics and Probability,210.0,Low,,,,2020-09-30 09:05:59,2020-2021,2022,Fall
747,747,Fall 2020-2021,1209848,2005-07-17,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545586,2020-09-30,09:04:07,47,238,2.9,67.0,HiAvg,54,0.0,,,,Operations and Algebraic Thinking,236,HiAvg,The Real and Complex Number Systems,242,HiAvg,Geometry,237,HiAvg,Statistics and Probability,240.0,HiAvg,,,,2020-09-30 09:04:07,2020-2021,2023,Fall
750,750,Fall 2020-2021,1212709,2006-04-18,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545527,2020-09-30,09:04:56,75,246,3.0,84.0,High,48,0.0,,,,Operations and Algebraic Thinking,246,High,The Real and Complex Number Systems,239,HiAvg,Geometry,250,High,Statistics and Probability,250.0,High,,,,2020-09-30 09:04:56,2020-2021,2024,Fall
753,753,Fall 2020-2021,1212710,2004-08-24,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546103,2020-09-30,09:05:10,39,253,3.0,85.0,High,54,0.0,,,,Operations and Algebraic Thinking,255,High,The Real and Complex Number Systems,254,High,Geometry,254,High,Statistics and Probability,251.0,High,,,,2020-09-30 09:05:10,2020-2021,2022,Fall
756,756,Fall 2020-2021,1219248,2004-07-16,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545658,2020-09-30,09:04:14,42,234,3.1,60.0,Avg,56,0.0,,,,Operations and Algebraic Thinking,245,HiAvg,The Real and Complex Number Systems,228,Avg,Geometry,231,Avg,Statistics and Probability,231.0,Avg,,,,2020-09-30 09:04:14,2020-2021,2023,Fall
759,759,Fall 2020-2021,1221842,2006-01-10,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545670,2020-09-30,09:04:55,87,261,3.1,96.0,High,58,0.0,,,,Operations and Algebraic Thinking,261,High,The Real and Complex Number Systems,261,High,Geometry,261,High,Statistics and Probability,261.0,High,,,,2020-09-30 09:04:55,2020-2021,2024,Fall
762,762,Fall 2020-2021,1221844,2004-08-08,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546196,2020-09-30,09:05:03,51,269,3.4,96.0,High,68,0.0,,,,Operations and Algebraic Thinking,263,High,The Real and Complex Number Systems,267,High,Geometry,280,High,Statistics and Probability,262.0,High,,,,2020-09-30 09:05:03,2020-2021,2022,Fall
765,765,Fall 2020-2021,1221847,2004-10-28,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545591,2020-09-30,09:08:54,36,229,3.1,45.0,Avg,46,2.0,,,,Operations and Algebraic Thinking,218,LoAvg,The Real and Complex Number Systems,232,Avg,Geometry,231,Avg,Statistics and Probability,233.0,Avg,,,,2020-09-30 09:08:54,2020-2021,2022,Fall
768,768,Fall 2020-2021,1221848,2003-08-31,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546095,2020-09-30,09:10:30,50,226,2.9,39.0,LoAvg,54,2.0,,,,Operations and Algebraic Thinking,244,HiAvg,The Real and Complex Number Systems,219,LoAvg,Geometry,224,LoAvg,Statistics and Probability,215.0,LoAvg,,,,2020-09-30 09:10:30,2020-2021,2022,Fall
771,771,Fall 2020-2021,1226462,2006-07-26,M,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545840,2020-09-30,09:05:00,45,236,3.0,69.0,HiAvg,46,2.0,,,,Operations and Algebraic Thinking,242,HiAvg,The Real and Complex Number Systems,236,HiAvg,Geometry,229,Avg,Statistics and Probability,239.0,HiAvg,,,,2020-09-30 09:05:00,2020-2021,2024,Fall
774,774,Fall 2020-2021,1233383,2005-05-09,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546289,2020-09-30,09:04:20,74,249,3.0,84.0,High,52,0.0,,,,Operations and Algebraic Thinking,252,High,The Real and Complex Number Systems,255,High,Geometry,230,Avg,Statistics and Probability,260.0,High,,,,2020-09-30 09:04:20,2020-2021,2023,Fall
777,777,Fall 2020-2021,1241717,2004-08-20,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546070,2020-09-30,09:10:47,48,218,3.0,25.0,LoAvg,52,0.0,,,,Operations and Algebraic Thinking,221,LoAvg,The Real and Complex Number Systems,225,LoAvg,Geometry,217,LoAvg,Statistics and Probability,209.0,Low,,,,2020-09-30 09:10:47,2020-2021,2022,Fall
780,780,Fall 2020-2021,1242387,2004-06-04,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545519,2020-09-30,09:19:01,38,226,2.9,39.0,LoAvg,46,8.0,,,,Operations and Algebraic Thinking,224,LoAvg,The Real and Complex Number Systems,239,HiAvg,Geometry,217,LoAvg,Statistics and Probability,226.0,LoAvg,,,,2020-09-30 09:19:01,2020-2021,2022,Fall
783,783,Fall 2020-2021,1242392,2003-11-05,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546189,2020-09-30,09:07:06,62,197,3.1,5.0,Low,60,2.0,,,,Operations and Algebraic Thinking,218,LoAvg,The Real and Complex Number Systems,192,Low,Geometry,180,Low,Statistics and Probability,196.0,Low,,,,2020-09-30 09:07:06,2020-2021,2022,Fall
786,786,Fall 2020-2021,1242394,2004-10-11,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,643988319,2020-10-06,13:30:54,36,224,3.0,40.0,LoAvg,50,0.0,,,,Operations and Algebraic Thinking,224,LoAvg,The Real and Complex Number Systems,225,Avg,Geometry,218,LoAvg,Statistics and Probability,227.0,Avg,,,,2020-10-06 13:30:54,2020-2021,2023,Fall
789,789,Fall 2020-2021,1242563,2004-10-26,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546296,2020-09-30,09:04:20,70,243,3.1,75.0,HiAvg,48,0.0,,,,Operations and Algebraic Thinking,240,HiAvg,The Real and Complex Number Systems,251,High,Geometry,243,HiAvg,Statistics and Probability,237.0,HiAvg,,,,2020-09-30 09:04:20,2020-2021,2023,Fall
792,792,Fall 2020-2021,1242566,2004-11-17,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546071,2020-09-30,09:08:08,103,261,3.2,94.0,High,60,0.0,,,,Operations and Algebraic Thinking,263,High,The Real and Complex Number Systems,253,High,Geometry,268,High,Statistics and Probability,261.0,High,,,,2020-09-30 09:08:08,2020-2021,2023,Fall
795,795,Fall 2020-2021,1242568,2004-11-17,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645546273,2020-09-30,09:07:27,87,271,3.5,98.0,High,70,0.0,,,,Operations and Algebraic Thinking,261,High,The Real and Complex Number Systems,282,High,Geometry,274,High,Statistics and Probability,271.0,High,,,,2020-09-30 09:07:27,2020-2021,2023,Fall
798,798,Fall 2020-2021,124450,2005-05-12,M,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645050340,2020-09-30,09:04:45,99,263,3.2,95.0,High,62,0.0,,,,Operations and Algebraic Thinking,264,High,The Real and Complex Number Systems,264,High,Geometry,257,High,Statistics and Probability,267.0,High,,,,2020-09-30 09:04:45,2020-2021,2023,Fall
801,801,Fall 2020-2021,1246026,2003-09-01,M,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645050458,2020-09-30,09:05:13,92,267,3.4,96.0,High,64,2.0,,,,Operations and Algebraic Thinking,275,High,The Real and Complex Number Systems,258,High,Geometry,267,High,Statistics and Probability,269.0,High,,,,2020-09-30 09:05:13,2020-2021,2022,Fall
804,804,Fall 2020-2021,1250314,2006-02-19,F,9,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545855,2020-09-30,09:04:04,55,226,2.9,49.0,Avg,50,0.0,,,,Operations and Algebraic Thinking,235,HiAvg,The Real and Complex Number Systems,232,HiAvg,Geometry,224,Avg,Statistics and Probability,215.0,LoAvg,,,,2020-09-30 09:04:04,2020-2021,2024,Fall
807,807,Fall 2020-2021,1250316,2004-05-12,F,11,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545676,2020-09-30,09:05:12,77,226,2.9,39.0,LoAvg,50,0.0,,,,Operations and Algebraic Thinking,236,Avg,The Real and Complex Number Systems,225,LoAvg,Geometry,223,LoAvg,Statistics and Probability,218.0,LoAvg,,,,2020-09-30 09:05:12,2020-2021,2022,Fall
810,810,Fall 2020-2021,1256295,2005-07-11,F,10,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,645545638,2020-09-30,09:06:49,64,220,2.9,33.0,LoAvg,54,0.0,,,,Operations and Algebraic Thinking,226,Avg,The Real and Complex Number Systems,218,LoAvg,Geometry,222,LoAvg,Statistics and Probability,215.0,LoAvg,,,,2020-09-30 09:06:49,2020-2021,2023,Fall
