column00,Unnamed: 0,TermName,StudentID,StudentDateOfBirth,StudentGender,Grade,Subject,Course,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,LexileScore,LexileMin,LexileMax,Goal1Name,Goal1RitScore,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5Adjective,TestStartDateTime,Year,ClassOf,Season
318,318,Fall 2019-2020,839104,2005-06-02,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,596763388,2019-09-30,15:01:52,89,236,3.3,82.0,High,55,0.0,1395.0,1295.0,1445.0,Literary Text: Key Ideas and Details,257,High,"Literary Text: Language, Craft, and Structure",232,HiAvg,Informational Text: Key Ideas and Details,227,HiAvg,"Informational Text: Language, Craft, and Structure",233.0,HiAvg,Vocabulary: Acquisition and Use,235.0,HiAvg,2019-09-30 15:01:52,2019-2020,2023,Fall
321,321,Fall 2019-2020,854875,2003-05-03,M,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,596904002,2019-09-30,10:55:10,76,240,3.3,82.0,High,53,0.0,1475.0,1375.0,1525.0,Literary Text: Key Ideas and Details,242,High,"Literary Text: Language, Craft, and Structure",231,HiAvg,Informational Text: Key Ideas and Details,235,HiAvg,"Informational Text: Language, Craft, and Structure",244.0,High,Vocabulary: Acquisition and Use,244.0,High,2019-09-30 10:55:10,2019-2020,2021,Fall
324,324,Fall 2019-2020,884856,2003-11-24,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599172631,2019-10-01,09:04:51,51,229,3.4,66.0,HiAvg,45,2.5,1250.0,1150.0,1300.0,Literary Text: Key Ideas and Details,234,HiAvg,"Literary Text: Language, Craft, and Structure",206,LoAvg,Informational Text: Key Ideas and Details,236,HiAvg,"Informational Text: Language, Craft, and Structure",223.0,Avg,Vocabulary: Acquisition and Use,241.0,High,2019-10-01 09:04:51,2019-2020,2022,Fall
327,327,Fall 2019-2020,895695,2005-03-02,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599172859,2019-10-01,09:05:04,53,223,3.3,53.0,Avg,54,2.5641,1130.0,1030.0,1180.0,Literary Text: Key Ideas and Details,233,HiAvg,"Literary Text: Language, Craft, and Structure",219,Avg,Informational Text: Key Ideas and Details,233,HiAvg,"Informational Text: Language, Craft, and Structure",219.0,Avg,Vocabulary: Acquisition and Use,209.0,LoAvg,2019-10-01 09:05:04,2019-2020,2022,Fall
330,330,Fall 2019-2020,902372,2004-08-24,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,596639567,2019-09-30,14:06:11,71,240,3.4,85.0,High,55,0.0,1475.0,1375.0,1525.0,Literary Text: Key Ideas and Details,240,High,"Literary Text: Language, Craft, and Structure",216,LoAvg,Informational Text: Key Ideas and Details,256,High,"Informational Text: Language, Craft, and Structure",246.0,High,Vocabulary: Acquisition and Use,241.0,High,2019-09-30 14:06:11,2019-2020,2022,Fall
333,333,Fall 2019-2020,910143,2002-08-09,F,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,596639551,2019-10-17,12:38:25,35,239,3.3,81.0,High,50,0.0,1455.0,1355.0,1505.0,Literary Text: Key Ideas and Details,229,HiAvg,"Literary Text: Language, Craft, and Structure",247,High,Informational Text: Key Ideas and Details,245,High,"Informational Text: Language, Craft, and Structure",234.0,HiAvg,Vocabulary: Acquisition and Use,243.0,High,2019-10-17 12:38:25,2019-2020,2021,Fall
336,336,Fall 2019-2020,913580,2002-09-19,F,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599416988,2019-09-30,10:55:06,51,209,3.6,21.0,LoAvg,37,0.0,850.0,750.0,900.0,Literary Text: Key Ideas and Details,205,Low,"Literary Text: Language, Craft, and Structure",228,Avg,Informational Text: Key Ideas and Details,181,Low,"Informational Text: Language, Craft, and Structure",230.0,HiAvg,Vocabulary: Acquisition and Use,208.0,LoAvg,2019-09-30 10:55:06,2019-2020,2021,Fall
339,339,Fall 2019-2020,919202,2004-03-27,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599173018,2019-10-01,09:06:34,56,243,3.6,88.0,High,63,0.0,1535.0,1435.0,1585.0,Literary Text: Key Ideas and Details,253,High,"Literary Text: Language, Craft, and Structure",244,High,Informational Text: Key Ideas and Details,224,Avg,"Informational Text: Language, Craft, and Structure",246.0,High,Vocabulary: Acquisition and Use,244.0,High,2019-10-01 09:06:34,2019-2020,2022,Fall
342,342,Fall 2019-2020,947734,2003-02-09,F,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599416893,2019-09-30,10:55:09,63,243,3.4,86.0,High,53,0.0,1535.0,1435.0,1585.0,Literary Text: Key Ideas and Details,245,High,"Literary Text: Language, Craft, and Structure",246,High,Informational Text: Key Ideas and Details,247,High,"Informational Text: Language, Craft, and Structure",232.0,HiAvg,Vocabulary: Acquisition and Use,243.0,High,2019-09-30 10:55:09,2019-2020,2021,Fall
345,345,Fall 2019-2020,952720,2003-08-24,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599172994,2019-10-01,09:04:57,48,222,3.3,51.0,Avg,55,0.0,1110.0,1010.0,1160.0,Literary Text: Key Ideas and Details,214,LoAvg,"Literary Text: Language, Craft, and Structure",221,Avg,Informational Text: Key Ideas and Details,219,Avg,"Informational Text: Language, Craft, and Structure",225.0,Avg,Vocabulary: Acquisition and Use,232.0,HiAvg,2019-10-01 09:04:57,2019-2020,2022,Fall
348,348,Fall 2019-2020,961321,2003-10-07,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599417032,2019-09-30,14:13:15,50,234,3.3,76.0,HiAvg,55,0.0,1350.0,1250.0,1400.0,Literary Text: Key Ideas and Details,234,HiAvg,"Literary Text: Language, Craft, and Structure",233,HiAvg,Informational Text: Key Ideas and Details,234,HiAvg,"Informational Text: Language, Craft, and Structure",224.0,Avg,Vocabulary: Acquisition and Use,245.0,High,2019-09-30 14:13:15,2019-2020,2022,Fall
351,351,Fall 2019-2020,964803,2004-11-05,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,599172540,2019-10-01,10:52:40,54,221,3.2,54.0,Avg,53,0.0,1090.0,990.0,1140.0,Literary Text: Key Ideas and Details,219,Avg,"Literary Text: Language, Craft, and Structure",215,Avg,Informational Text: Key Ideas and Details,216,Avg,"Informational Text: Language, Craft, and Structure",228.0,HiAvg,Vocabulary: Acquisition and Use,224.0,Avg,2019-10-01 10:52:40,2019-2020,2023,Fall
354,354,Fall 2019-2020,979980,2004-10-17,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,597016638,2019-10-01,10:52:39,93,247,3.4,93.0,High,55,0.0,1615.0,1515.0,1665.0,Literary Text: Key Ideas and Details,238,High,"Literary Text: Language, Craft, and Structure",250,High,Informational Text: Key Ideas and Details,254,High,"Informational Text: Language, Craft, and Structure",236.0,HiAvg,Vocabulary: Acquisition and Use,260.0,High,2019-10-01 10:52:39,2019-2020,2023,Fall
357,357,Winter 2019-2020,108812,2005-03-19,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617378484,2020-01-28,10:57:27,66,234,3.3,76.0,HiAvg,48,0.0,1350.0,1250.0,1400.0,Literary Text: Key Ideas and Details,214,LoAvg,"Literary Text: Language, Craft, and Structure",236,HiAvg,Informational Text: Key Ideas and Details,241,High,"Informational Text: Language, Craft, and Structure",236.0,HiAvg,Vocabulary: Acquisition and Use,244.0,High,2020-01-28 10:57:27,2019-2020,2023,Winter
360,360,Winter 2019-2020,1200563,2003-09-06,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130114,2020-01-30,08:54:05,71,257,4.3,97.0,High,84,0.0,1815.0,1715.0,1825.0,Literary Text: Key Ideas and Details,263,High,"Literary Text: Language, Craft, and Structure",261,High,Informational Text: Key Ideas and Details,254,High,"Informational Text: Language, Craft, and Structure",244.0,High,Vocabulary: Acquisition and Use,263.0,High,2020-01-30 08:54:05,2019-2020,2022,Winter
363,363,Winter 2019-2020,1205294,2005-05-05,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341597,2020-01-27,14:02:39,65,214,3.4,36.0,LoAvg,50,15.0,950.0,850.0,1000.0,Literary Text: Key Ideas and Details,208,LoAvg,"Literary Text: Language, Craft, and Structure",210,LoAvg,Informational Text: Key Ideas and Details,221,Avg,"Informational Text: Language, Craft, and Structure",213.0,LoAvg,Vocabulary: Acquisition and Use,219.0,Avg,2020-01-27 14:02:39,2019-2020,2023,Winter
366,366,Winter 2019-2020,1205333,2002-09-06,F,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617599893,2020-02-03,10:59:04,58,237,3.3,76.0,HiAvg,50,0.0,1415.0,1315.0,1465.0,Literary Text: Key Ideas and Details,238,HiAvg,"Literary Text: Language, Craft, and Structure",241,High,Informational Text: Key Ideas and Details,233,HiAvg,"Informational Text: Language, Craft, and Structure",241.0,High,Vocabulary: Acquisition and Use,232.0,HiAvg,2020-02-03 10:59:04,2019-2020,2021,Winter
369,369,Winter 2019-2020,1205598,2005-08-14,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,624371630,2020-01-27,14:03:51,144,230,3.4,69.0,HiAvg,50,0.0,1270.0,1170.0,1320.0,Literary Text: Key Ideas and Details,226,HiAvg,"Literary Text: Language, Craft, and Structure",237,HiAvg,Informational Text: Key Ideas and Details,237,HiAvg,"Informational Text: Language, Craft, and Structure",219.0,Avg,Vocabulary: Acquisition and Use,229.0,HiAvg,2020-01-27 14:03:51,2019-2020,2023,Winter
372,372,Winter 2019-2020,1207256,2004-09-08,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618933140,2020-01-28,10:57:26,49,228,3.4,66.0,HiAvg,43,2.5,1230.0,1130.0,1280.0,Literary Text: Key Ideas and Details,231,HiAvg,"Literary Text: Language, Craft, and Structure",208,LoAvg,Informational Text: Key Ideas and Details,216,Avg,"Informational Text: Language, Craft, and Structure",237.0,HiAvg,Vocabulary: Acquisition and Use,246.0,High,2020-01-28 10:57:26,2019-2020,2023,Winter
375,375,Winter 2019-2020,1208804,2005-04-08,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618933528,2020-01-28,11:00:57,30,233,3.3,75.0,HiAvg,51,0.0,1330.0,1230.0,1380.0,Literary Text: Key Ideas and Details,222,Avg,"Literary Text: Language, Craft, and Structure",248,High,Informational Text: Key Ideas and Details,228,HiAvg,"Informational Text: Language, Craft, and Structure",225.0,Avg,Vocabulary: Acquisition and Use,238.0,High,2020-01-28 11:00:57,2019-2020,2023,Winter
378,378,Winter 2019-2020,1208807,2005-03-05,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618933481,2020-01-28,11:03:35,43,234,3.3,76.0,HiAvg,53,0.0,1350.0,1250.0,1400.0,Literary Text: Key Ideas and Details,233,HiAvg,"Literary Text: Language, Craft, and Structure",232,HiAvg,Informational Text: Key Ideas and Details,220,Avg,"Informational Text: Language, Craft, and Structure",235.0,HiAvg,Vocabulary: Acquisition and Use,254.0,High,2020-01-28 11:03:35,2019-2020,2023,Winter
381,381,Winter 2019-2020,1208809,2004-12-24,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,616849203,2020-02-06,08:56:23,29,210,3.4,29.0,LoAvg,47,11.1111,870.0,770.0,920.0,Literary Text: Key Ideas and Details,201,Low,"Literary Text: Language, Craft, and Structure",214,LoAvg,Informational Text: Key Ideas and Details,212,LoAvg,"Informational Text: Language, Craft, and Structure",202.0,Low,Vocabulary: Acquisition and Use,219.0,Avg,2020-02-06 08:56:23,2019-2020,2023,Winter
384,384,Winter 2019-2020,1208817,2004-06-25,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130043,2020-01-30,09:02:25,25,222,3.3,48.0,Avg,50,0.0,1110.0,1010.0,1160.0,Literary Text: Key Ideas and Details,216,LoAvg,"Literary Text: Language, Craft, and Structure",214,LoAvg,Informational Text: Key Ideas and Details,232,HiAvg,"Informational Text: Language, Craft, and Structure",226.0,Avg,Vocabulary: Acquisition and Use,221.0,Avg,2020-01-30 09:02:25,2019-2020,2022,Winter
387,387,Winter 2019-2020,1208822,2003-10-26,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618131179,2020-01-30,09:02:30,31,218,3.4,39.0,LoAvg,51,0.0,1030.0,930.0,1080.0,Literary Text: Key Ideas and Details,214,LoAvg,"Literary Text: Language, Craft, and Structure",224,Avg,Informational Text: Key Ideas and Details,221,Avg,"Informational Text: Language, Craft, and Structure",217.0,LoAvg,Vocabulary: Acquisition and Use,213.0,LoAvg,2020-01-30 09:02:30,2019-2020,2022,Winter
390,390,Winter 2019-2020,1208826,2003-10-09,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130964,2020-01-30,08:54:02,41,231,3.4,68.0,HiAvg,51,0.0,1290.0,1190.0,1340.0,Literary Text: Key Ideas and Details,230,HiAvg,"Literary Text: Language, Craft, and Structure",219,Avg,Informational Text: Key Ideas and Details,239,HiAvg,"Informational Text: Language, Craft, and Structure",238.0,HiAvg,Vocabulary: Acquisition and Use,229.0,HiAvg,2020-01-30 08:54:02,2019-2020,2022,Winter
393,393,Winter 2019-2020,1212710,2004-08-24,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130618,2020-01-30,09:02:31,51,240,3.4,83.0,High,58,0.0,1475.0,1375.0,1525.0,Literary Text: Key Ideas and Details,248,High,"Literary Text: Language, Craft, and Structure",239,HiAvg,Informational Text: Key Ideas and Details,228,HiAvg,"Informational Text: Language, Craft, and Structure",241.0,High,Vocabulary: Acquisition and Use,245.0,High,2020-01-30 09:02:31,2019-2020,2022,Winter
396,396,Winter 2019-2020,1219248,2004-07-16,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618933376,2020-01-28,10:57:18,36,225,3.3,59.0,Avg,50,0.0,1170.0,1070.0,1220.0,Literary Text: Key Ideas and Details,225,Avg,"Literary Text: Language, Craft, and Structure",223,Avg,Informational Text: Key Ideas and Details,224,Avg,"Informational Text: Language, Craft, and Structure",239.0,High,Vocabulary: Acquisition and Use,213.0,LoAvg,2020-01-28 10:57:18,2019-2020,2023,Winter
399,399,Winter 2019-2020,1221847,2004-10-28,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617377997,2020-02-04,10:39:24,34,235,3.4,75.0,HiAvg,48,2.5,1375.0,1275.0,1425.0,Literary Text: Key Ideas and Details,236,HiAvg,"Literary Text: Language, Craft, and Structure",242,High,Informational Text: Key Ideas and Details,234,HiAvg,"Informational Text: Language, Craft, and Structure",229.0,HiAvg,Vocabulary: Acquisition and Use,234.0,HiAvg,2020-02-04 10:39:24,2019-2020,2022,Winter
402,402,Winter 2019-2020,1221848,2003-08-31,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130407,2020-01-29,14:01:24,32,216,3.3,35.0,LoAvg,49,0.0,990.0,890.0,1040.0,Literary Text: Key Ideas and Details,220,Avg,"Literary Text: Language, Craft, and Structure",202,Low,Informational Text: Key Ideas and Details,218,LoAvg,"Informational Text: Language, Craft, and Structure",218.0,LoAvg,Vocabulary: Acquisition and Use,220.0,Avg,2020-01-29 14:01:24,2019-2020,2022,Winter
405,405,Winter 2019-2020,1230753,2003-02-28,F,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617599960,2020-02-03,10:59:45,50,234,3.3,70.0,HiAvg,55,0.0,1350.0,1250.0,1400.0,Literary Text: Key Ideas and Details,223,Avg,"Literary Text: Language, Craft, and Structure",239,HiAvg,Informational Text: Key Ideas and Details,225,Avg,"Informational Text: Language, Craft, and Structure",227.0,Avg,Vocabulary: Acquisition and Use,255.0,High,2020-02-03 10:59:45,2019-2020,2021,Winter
408,408,Winter 2019-2020,1233383,2005-05-09,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341763,2020-01-27,14:01:13,51,238,3.3,82.0,High,48,15.0,1435.0,1335.0,1485.0,Literary Text: Key Ideas and Details,234,HiAvg,"Literary Text: Language, Craft, and Structure",241,High,Informational Text: Key Ideas and Details,234,HiAvg,"Informational Text: Language, Craft, and Structure",228.0,HiAvg,Vocabulary: Acquisition and Use,252.0,High,2020-01-27 14:01:13,2019-2020,2023,Winter
411,411,Winter 2019-2020,1241717,2004-08-20,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,624371616,2020-02-13,08:57:54,81,230,3.3,65.0,HiAvg,48,0.0,1270.0,1170.0,1320.0,Literary Text: Key Ideas and Details,235,HiAvg,"Literary Text: Language, Craft, and Structure",221,Avg,Informational Text: Key Ideas and Details,232,HiAvg,"Informational Text: Language, Craft, and Structure",231.0,HiAvg,Vocabulary: Acquisition and Use,233.0,HiAvg,2020-02-13 08:57:54,2019-2020,2022,Winter
414,414,Winter 2019-2020,1242387,2004-06-04,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618131156,2020-01-30,08:54:05,24,211,3.3,25.0,LoAvg,50,2.5,890.0,790.0,940.0,Literary Text: Key Ideas and Details,212,LoAvg,"Literary Text: Language, Craft, and Structure",214,LoAvg,Informational Text: Key Ideas and Details,207,Low,"Informational Text: Language, Craft, and Structure",213.0,LoAvg,Vocabulary: Acquisition and Use,212.0,LoAvg,2020-01-30 08:54:05,2019-2020,2022,Winter
417,417,Winter 2019-2020,1242392,2003-11-05,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130325,2020-01-30,09:02:32,33,193,3.3,5.0,Low,46,0.0,525.0,425.0,575.0,Literary Text: Key Ideas and Details,186,Low,"Literary Text: Language, Craft, and Structure",196,Low,Informational Text: Key Ideas and Details,194,Low,"Informational Text: Language, Craft, and Structure",192.0,Low,Vocabulary: Acquisition and Use,197.0,Low,2020-01-30 09:02:32,2019-2020,2022,Winter
420,420,Winter 2019-2020,1242394,2004-10-11,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341668,2020-01-27,14:00:31,50,221,3.5,51.0,Avg,44,0.0,1090.0,990.0,1140.0,Literary Text: Key Ideas and Details,219,Avg,"Literary Text: Language, Craft, and Structure",229,HiAvg,Informational Text: Key Ideas and Details,226,HiAvg,"Informational Text: Language, Craft, and Structure",206.0,LoAvg,Vocabulary: Acquisition and Use,231.0,HiAvg,2020-01-27 14:00:31,2019-2020,2023,Winter
423,423,Winter 2019-2020,1242556,2003-03-26,M,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617069969,2020-02-03,10:59:39,79,237,3.3,76.0,HiAvg,50,0.0,1415.0,1315.0,1465.0,Literary Text: Key Ideas and Details,232,HiAvg,"Literary Text: Language, Craft, and Structure",232,HiAvg,Informational Text: Key Ideas and Details,234,HiAvg,"Informational Text: Language, Craft, and Structure",243.0,High,Vocabulary: Acquisition and Use,245.0,High,2020-02-03 10:59:39,2019-2020,2021,Winter
426,426,Winter 2019-2020,1242563,2004-10-26,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341542,2020-01-27,14:01:09,70,235,3.4,78.0,HiAvg,54,0.0,1375.0,1275.0,1425.0,Literary Text: Key Ideas and Details,228,HiAvg,"Literary Text: Language, Craft, and Structure",229,HiAvg,Informational Text: Key Ideas and Details,237,HiAvg,"Informational Text: Language, Craft, and Structure",240.0,High,Vocabulary: Acquisition and Use,240.0,High,2020-01-27 14:01:09,2019-2020,2023,Winter
429,429,Winter 2019-2020,1242566,2004-11-17,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618933315,2020-01-28,11:01:27,59,231,3.4,71.0,HiAvg,46,0.0,1290.0,1190.0,1340.0,Literary Text: Key Ideas and Details,227,HiAvg,"Literary Text: Language, Craft, and Structure",227,HiAvg,Informational Text: Key Ideas and Details,231,HiAvg,"Informational Text: Language, Craft, and Structure",231.0,HiAvg,Vocabulary: Acquisition and Use,237.0,HiAvg,2020-01-28 11:01:27,2019-2020,2023,Winter
432,432,Winter 2019-2020,1242568,2004-11-17,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617069998,2020-01-27,14:00:38,88,235,3.3,78.0,HiAvg,48,0.0,1375.0,1275.0,1425.0,Literary Text: Key Ideas and Details,239,High,"Literary Text: Language, Craft, and Structure",235,HiAvg,Informational Text: Key Ideas and Details,240,High,"Informational Text: Language, Craft, and Structure",227.0,HiAvg,Vocabulary: Acquisition and Use,232.0,HiAvg,2020-01-27 14:00:38,2019-2020,2023,Winter
435,435,Winter 2019-2020,124450,2005-05-12,M,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341995,2020-01-27,14:01:03,67,235,3.3,78.0,HiAvg,50,0.0,1375.0,1275.0,1425.0,Literary Text: Key Ideas and Details,234,HiAvg,"Literary Text: Language, Craft, and Structure",233,HiAvg,Informational Text: Key Ideas and Details,229,HiAvg,"Informational Text: Language, Craft, and Structure",246.0,High,Vocabulary: Acquisition and Use,234.0,HiAvg,2020-01-27 14:01:03,2019-2020,2023,Winter
438,438,Winter 2019-2020,1246026,2003-09-01,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,623925405,2020-02-11,11:11:03,91,249,3.4,93.0,High,70,0.0,1655.0,1555.0,1705.0,Literary Text: Key Ideas and Details,254,High,"Literary Text: Language, Craft, and Structure",248,High,Informational Text: Key Ideas and Details,241,High,"Informational Text: Language, Craft, and Structure",247.0,High,Vocabulary: Acquisition and Use,256.0,High,2020-02-11 11:11:03,2019-2020,2022,Winter
441,441,Winter 2019-2020,1250316,2004-05-12,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130647,2020-01-30,08:54:04,40,217,3.4,37.0,LoAvg,45,0.0,1010.0,910.0,1060.0,Literary Text: Key Ideas and Details,213,LoAvg,"Literary Text: Language, Craft, and Structure",225,Avg,Informational Text: Key Ideas and Details,208,LoAvg,"Informational Text: Language, Craft, and Structure",210.0,LoAvg,Vocabulary: Acquisition and Use,230.0,HiAvg,2020-01-30 08:54:04,2019-2020,2022,Winter
444,444,Winter 2019-2020,1256295,2005-07-11,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,616849335,2020-02-06,08:56:19,27,217,3.5,43.0,Avg,50,2.7778,1010.0,910.0,1060.0,Literary Text: Key Ideas and Details,209,LoAvg,"Literary Text: Language, Craft, and Structure",225,Avg,Informational Text: Key Ideas and Details,203,LoAvg,"Informational Text: Language, Craft, and Structure",215.0,LoAvg,Vocabulary: Acquisition and Use,234.0,HiAvg,2020-02-06 08:56:19,2019-2020,2023,Winter
447,447,Winter 2019-2020,1256429,2004-06-12,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130271,2020-01-30,09:02:32,65,253,3.7,95.0,High,77,0.0,1735.0,1635.0,1785.0,Literary Text: Key Ideas and Details,252,High,"Literary Text: Language, Craft, and Structure",239,HiAvg,Informational Text: Key Ideas and Details,249,High,"Informational Text: Language, Craft, and Structure",261.0,High,Vocabulary: Acquisition and Use,264.0,High,2020-01-30 09:02:32,2019-2020,2022,Winter
450,450,Winter 2019-2020,1256430,2005-07-12,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341808,2020-01-27,14:00:38,59,243,3.3,88.0,High,53,0.0,1535.0,1435.0,1585.0,Literary Text: Key Ideas and Details,245,High,"Literary Text: Language, Craft, and Structure",240,High,Informational Text: Key Ideas and Details,237,HiAvg,"Informational Text: Language, Craft, and Structure",245.0,High,Vocabulary: Acquisition and Use,245.0,High,2020-01-27 14:00:38,2019-2020,2023,Winter
453,453,Winter 2019-2020,1261863,2004-12-14,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617378116,2020-01-28,10:57:12,86,240,3.4,85.0,High,58,0.0,1475.0,1375.0,1525.0,Literary Text: Key Ideas and Details,242,High,"Literary Text: Language, Craft, and Structure",237,HiAvg,Informational Text: Key Ideas and Details,231,HiAvg,"Informational Text: Language, Craft, and Structure",247.0,High,Vocabulary: Acquisition and Use,241.0,High,2020-01-28 10:57:12,2019-2020,2023,Winter
456,456,Winter 2019-2020,1261869,2005-02-03,F,9,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,619341904,2020-01-27,14:00:31,38,242,3.4,87.0,High,55,0.0,1515.0,1415.0,1565.0,Literary Text: Key Ideas and Details,250,High,"Literary Text: Language, Craft, and Structure",226,HiAvg,Informational Text: Key Ideas and Details,241,High,"Informational Text: Language, Craft, and Structure",245.0,High,Vocabulary: Acquisition and Use,249.0,High,2020-01-27 14:00:31,2019-2020,2023,Winter
459,459,Winter 2019-2020,1261876,2004-06-10,F,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618130528,2020-01-30,09:02:27,63,238,3.3,80.0,HiAvg,50,0.0,1435.0,1335.0,1485.0,Literary Text: Key Ideas and Details,234,HiAvg,"Literary Text: Language, Craft, and Structure",242,High,Informational Text: Key Ideas and Details,233,HiAvg,"Informational Text: Language, Craft, and Structure",218.0,Avg,Vocabulary: Acquisition and Use,260.0,High,2020-01-30 09:02:27,2019-2020,2022,Winter
462,462,Winter 2019-2020,1261879,2004-04-28,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,618131034,2020-01-30,08:54:07,47,194,3.4,5.0,Low,45,0.0,545.0,445.0,595.0,Literary Text: Key Ideas and Details,189,Low,"Literary Text: Language, Craft, and Structure",190,Low,Informational Text: Key Ideas and Details,173,Low,"Informational Text: Language, Craft, and Structure",210.0,LoAvg,Vocabulary: Acquisition and Use,214.0,LoAvg,2020-01-30 08:54:07,2019-2020,2022,Winter
465,465,Winter 2019-2020,1261888,2002-07-03,M,10,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617069804,2020-02-05,08:58:15,24,202,3.3,12.0,Low,46,5.1282,705.0,605.0,755.0,Literary Text: Key Ideas and Details,199,Low,"Literary Text: Language, Craft, and Structure",202,Low,Informational Text: Key Ideas and Details,207,Low,"Informational Text: Language, Craft, and Structure",200.0,Low,Vocabulary: Acquisition and Use,201.0,Low,2020-02-05 08:58:15,2019-2020,2022,Winter
468,468,Winter 2019-2020,1261891,2002-07-03,M,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617070065,2020-02-03,10:58:43,27,243,3.3,85.0,High,55,15.0,1535.0,1435.0,1585.0,Literary Text: Key Ideas and Details,237,HiAvg,"Literary Text: Language, Craft, and Structure",241,High,Informational Text: Key Ideas and Details,243,High,"Informational Text: Language, Craft, and Structure",249.0,High,Vocabulary: Acquisition and Use,247.0,High,2020-02-03 10:58:43,2019-2020,2021,Winter
471,471,Winter 2019-2020,1261892,2004-01-12,F,11,Language Arts,Reading,Growth: Reading 6+ CCSS 2010 V3,617599640,2020-02-03,10:58:53,56,218,3.5,35.0,LoAvg,41,0.0,1030.0,930.0,1080.0,Literary Text: Key Ideas and Details,208,Low,"Literary Text: Language, Craft, and Structure",234,HiAvg,Informational Text: Key Ideas and Details,215,LoAvg,"Informational Text: Language, Craft, and Structure",209.0,LoAvg,Vocabulary: Acquisition and Use,225.0,Avg,2020-02-03 10:58:53,2019-2020,2021,Winter
