column00,Unnamed: 0,TermName,StudentID,StudentDateOfBirth,StudentGender,Grade,Subject,Course,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,LexileScore,LexileMin,LexileMax,Goal1Name,Goal1RitScore,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5Adjective,TestStartDateTime,Year,ClassOf,Season
469,469,Winter 2019-2020,1261892,2004-01-12,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849091,2020-02-06,10:39:18,45,226,2.9,61.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",221,Avg,"Language: Understand, Edit for Grammar, Usage",228,HiAvg,"Language: Understand, Edit for Mechanics",228,HiAvg,,,,,,,2020-02-06 10:39:18,2019-2020,2021,Winter
472,472,Winter 2019-2020,1261893,2003-01-29,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849046,2020-02-06,10:39:27,36,224,2.9,56.0,Avg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",223,Avg,"Language: Understand, Edit for Grammar, Usage",224,Avg,"Language: Understand, Edit for Mechanics",225,Avg,,,,,,,2020-02-06 10:39:27,2019-2020,2021,Winter
475,475,Winter 2019-2020,1264248,2005-01-19,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341754,2020-01-27,10:51:24,35,204,2.9,18.0,Low,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",196,Low,"Language: Understand, Edit for Grammar, Usage",206,LoAvg,"Language: Understand, Edit for Mechanics",211,LoAvg,,,,,,,2020-01-27 10:51:24,2019-2020,2023,Winter
478,478,Winter 2019-2020,126455,2002-10-09,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849298,2020-02-06,10:39:47,53,227,2.9,63.0,HiAvg,50,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",230,HiAvg,"Language: Understand, Edit for Grammar, Usage",226,HiAvg,"Language: Understand, Edit for Mechanics",225,Avg,,,,,,,2020-02-06 10:39:47,2019-2020,2021,Winter
481,481,Winter 2019-2020,1270044,2005-06-14,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618933411,2020-01-28,10:57:08,44,215,2.9,42.0,Avg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",214,LoAvg,"Language: Understand, Edit for Grammar, Usage",207,LoAvg,"Language: Understand, Edit for Mechanics",224,HiAvg,,,,,,,2020-01-28 10:57:08,2019-2020,2023,Winter
484,484,Winter 2019-2020,1280701,2004-07-27,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130485,2020-01-30,10:51:02,22,210,2.9,25.0,LoAvg,42,15.0943,,,,"Writing: Write, Revise Texts for Purpose and Audience",211,LoAvg,"Language: Understand, Edit for Grammar, Usage",210,LoAvg,"Language: Understand, Edit for Mechanics",208,LoAvg,,,,,,,2020-01-30 10:51:02,2019-2020,2022,Winter
487,487,Winter 2019-2020,1282524,2005-01-26,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341917,2020-01-27,10:51:20,50,246,3.2,97.0,High,70,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",255,High,"Language: Understand, Edit for Grammar, Usage",246,High,"Language: Understand, Edit for Mechanics",236,High,,,,,,,2020-01-27 10:51:20,2019-2020,2023,Winter
490,490,Winter 2019-2020,1282552,2005-05-27,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618932693,2020-01-28,10:56:12,34,237,3.0,89.0,High,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",237,High,"Language: Understand, Edit for Grammar, Usage",238,High,"Language: Understand, Edit for Mechanics",236,High,,,,,,,2020-01-28 10:56:12,2019-2020,2023,Winter
493,493,Winter 2019-2020,1289820,2003-07-14,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130941,2020-01-30,10:49:38,35,240,2.9,91.0,High,57,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",245,High,"Language: Understand, Edit for Grammar, Usage",242,High,"Language: Understand, Edit for Mechanics",231,HiAvg,,,,,,,2020-01-30 10:49:38,2019-2020,2022,Winter
496,496,Winter 2019-2020,1289821,2004-08-02,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130585,2020-01-30,10:45:38,22,241,3.0,92.0,High,64,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",236,High,"Language: Understand, Edit for Grammar, Usage",246,High,"Language: Understand, Edit for Mechanics",241,High,,,,,,,2020-01-30 10:45:38,2019-2020,2022,Winter
499,499,Winter 2019-2020,1289822,2004-04-26,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130778,2020-01-30,10:45:39,38,222,2.9,55.0,Avg,47,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",221,Avg,"Language: Understand, Edit for Grammar, Usage",223,Avg,"Language: Understand, Edit for Mechanics",221,Avg,,,,,,,2020-01-30 10:45:39,2019-2020,2022,Winter
502,502,Winter 2019-2020,1289823,2003-12-04,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130569,2020-01-30,10:45:42,49,222,2.9,55.0,Avg,50,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",214,LoAvg,"Language: Understand, Edit for Grammar, Usage",228,HiAvg,"Language: Understand, Edit for Mechanics",226,HiAvg,,,,,,,2020-01-30 10:45:42,2019-2020,2022,Winter
505,505,Winter 2019-2020,1289825,2004-04-14,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130913,2020-01-30,10:45:53,37,222,2.9,55.0,Avg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",226,HiAvg,"Language: Understand, Edit for Grammar, Usage",219,Avg,"Language: Understand, Edit for Mechanics",222,Avg,,,,,,,2020-01-30 10:45:53,2019-2020,2022,Winter
508,508,Winter 2019-2020,1289973,2004-02-26,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130397,2020-01-30,10:45:48,25,231,2.9,76.0,HiAvg,51,5.8824,,,,"Writing: Write, Revise Texts for Purpose and Audience",231,HiAvg,"Language: Understand, Edit for Grammar, Usage",232,HiAvg,"Language: Understand, Edit for Mechanics",231,HiAvg,,,,,,,2020-01-30 10:45:48,2019-2020,2022,Winter
511,511,Winter 2019-2020,1294035,2006-04-12,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341622,2020-01-27,10:51:27,27,232,2.9,82.0,High,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",241,High,"Language: Understand, Edit for Grammar, Usage",224,HiAvg,"Language: Understand, Edit for Mechanics",229,HiAvg,,,,,,,2020-01-27 10:51:27,2019-2020,2023,Winter
514,514,Winter 2019-2020,1294036,2005-01-24,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341601,2020-01-27,10:51:26,43,235,2.9,86.0,High,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",237,High,"Language: Understand, Edit for Grammar, Usage",236,High,"Language: Understand, Edit for Mechanics",232,High,,,,,,,2020-01-27 10:51:26,2019-2020,2023,Winter
518,518,Winter 2019-2020,1299938,2004-10-15,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341496,2020-01-27,10:51:24,34,202,2.9,14.0,Low,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",203,Low,"Language: Understand, Edit for Grammar, Usage",195,Low,"Language: Understand, Edit for Mechanics",207,LoAvg,,,,,,,2020-01-27 10:51:24,2019-2020,2023,Winter
521,521,Winter 2019-2020,1299939,2004-11-10,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,624679081,2020-02-05,09:09:24,44,217,2.9,47.0,Avg,45,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",219,Avg,"Language: Understand, Edit for Grammar, Usage",211,LoAvg,"Language: Understand, Edit for Mechanics",223,HiAvg,,,,,,,2020-02-05 09:09:24,2019-2020,2023,Winter
524,524,Winter 2019-2020,1299942,2003-03-12,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849050,2020-02-06,10:39:19,29,237,2.9,84.0,High,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",239,High,"Language: Understand, Edit for Mechanics",247,High,,,,,,,2020-02-06 10:39:19,2019-2020,2021,Winter
527,527,Winter 2019-2020,1299945,2003-07-19,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341980,2020-01-27,10:51:32,27,212,2.9,34.0,LoAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",217,Avg,"Language: Understand, Edit for Grammar, Usage",204,Low,"Language: Understand, Edit for Mechanics",215,Avg,,,,,,,2020-01-27 10:51:32,2019-2020,2023,Winter
530,530,Winter 2019-2020,1302923,2003-11-21,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,624371608,2020-02-10,14:51:31,65,223,2.9,57.0,Avg,56,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",221,Avg,"Language: Understand, Edit for Grammar, Usage",219,Avg,"Language: Understand, Edit for Mechanics",229,HiAvg,,,,,,,2020-02-10 14:51:31,2019-2020,2022,Winter
533,533,Winter 2019-2020,140094,2005-06-20,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618933440,2020-01-28,10:57:08,24,222,2.9,60.0,Avg,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",224,HiAvg,"Language: Understand, Edit for Grammar, Usage",216,Avg,"Language: Understand, Edit for Mechanics",226,HiAvg,,,,,,,2020-01-28 10:57:08,2019-2020,2023,Winter
536,536,Winter 2019-2020,142384,2003-02-06,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849334,2020-02-06,10:39:21,33,231,2.9,73.0,HiAvg,52,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",233,HiAvg,"Language: Understand, Edit for Grammar, Usage",235,HiAvg,"Language: Understand, Edit for Mechanics",227,HiAvg,,,,,,,2020-02-06 10:39:21,2019-2020,2021,Winter
539,539,Winter 2019-2020,156593,2004-04-05,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,617069989,2020-02-05,09:55:00,33,246,3.1,96.0,High,72,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",243,High,"Language: Understand, Edit for Grammar, Usage",240,High,"Language: Understand, Edit for Mechanics",262,High,,,,,,,2020-02-05 09:55:00,2019-2020,2022,Winter
542,542,Winter 2019-2020,165347,2002-09-03,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849291,2020-02-06,10:43:23,27,214,2.9,30.0,LoAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",217,LoAvg,"Language: Understand, Edit for Grammar, Usage",220,Avg,"Language: Understand, Edit for Mechanics",205,Low,,,,,,,2020-02-06 10:43:23,2019-2020,2021,Winter
545,545,Winter 2019-2020,172670,2003-06-04,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849011,2020-02-06,10:39:23,34,246,3.2,95.0,High,72,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",241,High,"Language: Understand, Edit for Grammar, Usage",242,High,"Language: Understand, Edit for Mechanics",269,High,,,,,,,2020-02-06 10:39:23,2019-2020,2021,Winter
548,548,Winter 2019-2020,183513,2003-03-24,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849198,2020-02-06,10:40:02,40,229,2.9,68.0,HiAvg,49,1.8868,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",231,HiAvg,"Language: Understand, Edit for Mechanics",227,HiAvg,,,,,,,2020-02-06 10:40:02,2019-2020,2021,Winter
551,551,Winter 2019-2020,233676,2004-02-25,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130628,2020-01-30,10:51:28,32,234,2.9,82.0,High,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",231,HiAvg,"Language: Understand, Edit for Grammar, Usage",239,High,"Language: Understand, Edit for Mechanics",233,HiAvg,,,,,,,2020-01-30 10:51:28,2019-2020,2022,Winter
554,554,Winter 2019-2020,242252,2003-05-28,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849221,2020-02-06,10:39:19,39,231,2.9,73.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",231,HiAvg,"Language: Understand, Edit for Grammar, Usage",232,HiAvg,"Language: Understand, Edit for Mechanics",230,HiAvg,,,,,,,2020-02-06 10:39:19,2019-2020,2021,Winter
557,557,Winter 2019-2020,245976,2003-08-12,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130666,2020-01-30,10:45:48,25,227,2.9,67.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",222,Avg,"Language: Understand, Edit for Grammar, Usage",225,HiAvg,"Language: Understand, Edit for Mechanics",233,HiAvg,,,,,,,2020-01-30 10:45:48,2019-2020,2022,Winter
560,560,Winter 2019-2020,254176,2003-09-28,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130936,2020-01-30,10:46:45,49,229,2.9,72.0,HiAvg,54,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",223,Avg,"Language: Understand, Edit for Mechanics",235,High,,,,,,,2020-01-30 10:46:45,2019-2020,2022,Winter
563,563,Winter 2019-2020,257391,2003-12-05,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130235,2020-01-30,10:45:52,22,225,2.9,63.0,HiAvg,55,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",218,Avg,"Language: Understand, Edit for Grammar, Usage",223,Avg,"Language: Understand, Edit for Mechanics",232,HiAvg,,,,,,,2020-01-30 10:45:52,2019-2020,2022,Winter
566,566,Winter 2019-2020,272804,2003-03-02,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,617069905,2020-02-05,09:54:16,36,226,2.9,65.0,HiAvg,50,4.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",230,HiAvg,"Language: Understand, Edit for Grammar, Usage",223,Avg,"Language: Understand, Edit for Mechanics",223,Avg,,,,,,,2020-02-05 09:54:16,2019-2020,2022,Winter
569,569,Winter 2019-2020,282975,2004-08-30,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618932641,2020-01-28,10:56:03,49,225,2.9,67.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",226,HiAvg,"Language: Understand, Edit for Grammar, Usage",228,HiAvg,"Language: Understand, Edit for Mechanics",221,Avg,,,,,,,2020-01-28 10:56:03,2019-2020,2023,Winter
572,572,Winter 2019-2020,301100,2004-08-27,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618933523,2020-01-28,10:55:43,33,224,2.9,65.0,HiAvg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",223,HiAvg,"Language: Understand, Edit for Grammar, Usage",219,Avg,"Language: Understand, Edit for Mechanics",231,HiAvg,,,,,,,2020-01-28 10:55:43,2019-2020,2023,Winter
575,575,Winter 2019-2020,304567,2003-11-01,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130142,2020-01-30,10:45:47,25,242,3.0,93.0,High,64,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",237,High,"Language: Understand, Edit for Grammar, Usage",235,High,"Language: Understand, Edit for Mechanics",261,High,,,,,,,2020-01-30 10:45:47,2019-2020,2022,Winter
578,578,Winter 2019-2020,329300,2005-08-31,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341771,2020-01-27,11:04:45,34,230,2.9,78.0,HiAvg,45,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",236,High,"Language: Understand, Edit for Mechanics",226,HiAvg,,,,,,,2020-01-27 11:04:45,2019-2020,2023,Winter
581,581,Winter 2019-2020,337582,2004-06-19,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130366,2020-01-30,10:45:42,43,219,2.9,47.0,Avg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",213,LoAvg,"Language: Understand, Edit for Grammar, Usage",220,Avg,"Language: Understand, Edit for Mechanics",224,Avg,,,,,,,2020-01-30 10:45:42,2019-2020,2022,Winter
584,584,Winter 2019-2020,362070,2004-08-07,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130422,2020-01-30,10:45:37,29,226,2.9,65.0,HiAvg,48,1.9231,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",228,HiAvg,"Language: Understand, Edit for Mechanics",223,Avg,,,,,,,2020-01-30 10:45:37,2019-2020,2022,Winter
587,587,Winter 2019-2020,380914,2005-02-24,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618932794,2020-01-28,10:56:27,36,223,2.9,62.0,HiAvg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",221,Avg,"Language: Understand, Edit for Grammar, Usage",231,HiAvg,"Language: Understand, Edit for Mechanics",216,Avg,,,,,,,2020-01-28 10:56:27,2019-2020,2023,Winter
590,590,Winter 2019-2020,456530,2002-10-05,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849303,2020-02-06,10:39:18,35,232,2.9,75.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",234,HiAvg,"Language: Understand, Edit for Grammar, Usage",241,High,"Language: Understand, Edit for Mechanics",221,Avg,,,,,,,2020-02-06 10:39:18,2019-2020,2021,Winter
593,593,Winter 2019-2020,459521,2003-03-14,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,624489791,2020-02-12,11:36:02,31,234,2.9,79.0,HiAvg,48,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",232,HiAvg,"Language: Understand, Edit for Grammar, Usage",230,HiAvg,"Language: Understand, Edit for Mechanics",239,High,,,,,,,2020-02-12 11:36:02,2019-2020,2021,Winter
596,596,Winter 2019-2020,469561,2003-12-18,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618131089,2020-01-30,10:46:50,29,223,2.9,57.0,Avg,51,3.7736,,,,"Writing: Write, Revise Texts for Purpose and Audience",215,LoAvg,"Language: Understand, Edit for Grammar, Usage",230,HiAvg,"Language: Understand, Edit for Mechanics",225,HiAvg,,,,,,,2020-01-30 10:46:50,2019-2020,2022,Winter
599,599,Winter 2019-2020,477839,2005-03-02,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618131045,2020-01-30,10:45:37,34,233,2.9,80.0,HiAvg,50,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",236,High,"Language: Understand, Edit for Grammar, Usage",226,HiAvg,"Language: Understand, Edit for Mechanics",237,High,,,,,,,2020-01-30 10:45:37,2019-2020,2022,Winter
602,602,Winter 2019-2020,490440,2005-01-15,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618933432,2020-01-28,10:55:26,37,238,3.0,90.0,High,58,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",227,HiAvg,"Language: Understand, Edit for Grammar, Usage",239,High,"Language: Understand, Edit for Mechanics",245,High,,,,,,,2020-01-28 10:55:26,2019-2020,2023,Winter
605,605,Winter 2019-2020,498151,2004-04-18,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341510,2020-01-27,10:51:24,30,212,3.0,34.0,LoAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",222,Avg,"Language: Understand, Edit for Grammar, Usage",207,LoAvg,"Language: Understand, Edit for Mechanics",207,LoAvg,,,,,,,2020-01-27 10:51:24,2019-2020,2023,Winter
608,608,Winter 2019-2020,535603,2004-04-02,M,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341521,2020-01-27,10:51:29,38,228,2.9,74.0,HiAvg,53,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",232,High,"Language: Understand, Edit for Grammar, Usage",223,HiAvg,"Language: Understand, Edit for Mechanics",230,HiAvg,,,,,,,2020-01-27 10:51:29,2019-2020,2023,Winter
611,611,Winter 2019-2020,548005,2003-03-19,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849089,2020-02-06,10:39:27,40,232,2.9,75.0,HiAvg,50,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",228,HiAvg,"Language: Understand, Edit for Grammar, Usage",238,High,"Language: Understand, Edit for Mechanics",230,HiAvg,,,,,,,2020-02-06 10:39:27,2019-2020,2021,Winter
614,614,Winter 2019-2020,556296,2005-05-03,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618933212,2020-01-28,10:56:48,30,238,2.9,90.0,High,56,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",242,High,"Language: Understand, Edit for Grammar, Usage",234,High,"Language: Understand, Edit for Mechanics",237,High,,,,,,,2020-01-28 10:56:48,2019-2020,2023,Winter
617,617,Winter 2019-2020,577031,2003-05-06,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618131210,2020-01-30,10:45:52,39,219,3.0,47.0,Avg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",220,Avg,"Language: Understand, Edit for Grammar, Usage",220,Avg,"Language: Understand, Edit for Mechanics",218,Avg,,,,,,,2020-01-30 10:45:52,2019-2020,2022,Winter
620,620,Winter 2019-2020,588275,2003-05-01,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616626065,2020-02-07,08:59:53,60,235,2.9,81.0,High,58,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",234,HiAvg,"Language: Understand, Edit for Grammar, Usage",230,HiAvg,"Language: Understand, Edit for Mechanics",241,High,,,,,,,2020-02-07 08:59:53,2019-2020,2021,Winter
623,623,Winter 2019-2020,622408,2004-12-28,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618932914,2020-01-28,10:56:28,33,223,2.9,62.0,HiAvg,51,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",229,HiAvg,"Language: Understand, Edit for Grammar, Usage",211,LoAvg,"Language: Understand, Edit for Mechanics",230,HiAvg,,,,,,,2020-01-28 10:56:28,2019-2020,2023,Winter
626,626,Winter 2019-2020,636020,2003-08-14,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130969,2020-01-30,10:45:40,29,214,2.9,34.0,LoAvg,51,1.8868,,,,"Writing: Write, Revise Texts for Purpose and Audience",215,LoAvg,"Language: Understand, Edit for Grammar, Usage",215,LoAvg,"Language: Understand, Edit for Mechanics",211,LoAvg,,,,,,,2020-01-30 10:45:40,2019-2020,2022,Winter
629,629,Winter 2019-2020,646003,2004-08-19,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618933224,2020-01-28,10:56:09,33,216,2.9,44.0,Avg,52,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",210,LoAvg,"Language: Understand, Edit for Grammar, Usage",224,HiAvg,"Language: Understand, Edit for Mechanics",214,LoAvg,,,,,,,2020-01-28 10:56:09,2019-2020,2023,Winter
632,632,Winter 2019-2020,677699,2004-01-29,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618131102,2020-01-30,10:45:39,34,228,2.9,70.0,HiAvg,57,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",221,Avg,"Language: Understand, Edit for Grammar, Usage",216,LoAvg,"Language: Understand, Edit for Mechanics",248,High,,,,,,,2020-01-30 10:45:39,2019-2020,2022,Winter
635,635,Winter 2019-2020,686870,2002-10-11,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849299,2020-02-06,10:39:26,52,228,3.0,66.0,HiAvg,47,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",223,Avg,"Language: Understand, Edit for Grammar, Usage",236,High,"Language: Understand, Edit for Mechanics",225,Avg,,,,,,,2020-02-06 10:39:26,2019-2020,2021,Winter
638,638,Winter 2019-2020,688137,2004-06-03,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,617069796,2020-02-05,09:55:04,39,229,2.9,72.0,HiAvg,49,1.9608,,,,"Writing: Write, Revise Texts for Purpose and Audience",231,HiAvg,"Language: Understand, Edit for Grammar, Usage",226,HiAvg,"Language: Understand, Edit for Mechanics",230,HiAvg,,,,,,,2020-02-05 09:55:04,2019-2020,2022,Winter
641,641,Winter 2019-2020,721627,2003-12-05,M,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130254,2020-01-30,10:45:38,38,226,2.9,65.0,HiAvg,50,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",218,Avg,"Language: Understand, Edit for Grammar, Usage",230,HiAvg,"Language: Understand, Edit for Mechanics",233,HiAvg,,,,,,,2020-01-30 10:45:38,2019-2020,2022,Winter
644,644,Winter 2019-2020,739929,2004-10-28,F,9,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,619341700,2020-01-27,10:51:25,26,241,3.0,93.0,High,66,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",242,High,"Language: Understand, Edit for Grammar, Usage",241,High,"Language: Understand, Edit for Mechanics",242,High,,,,,,,2020-01-27 10:51:25,2019-2020,2023,Winter
647,647,Winter 2019-2020,788484,2003-08-17,F,10,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,618130960,2020-01-30,10:45:41,46,222,2.9,55.0,Avg,47,5.6604,,,,"Writing: Write, Revise Texts for Purpose and Audience",223,Avg,"Language: Understand, Edit for Grammar, Usage",220,Avg,"Language: Understand, Edit for Mechanics",223,Avg,,,,,,,2020-01-30 10:45:41,2019-2020,2022,Winter
650,650,Winter 2019-2020,791069,2002-10-22,F,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849023,2020-02-06,10:39:22,39,233,2.9,77.0,HiAvg,49,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",235,HiAvg,"Language: Understand, Edit for Grammar, Usage",234,HiAvg,"Language: Understand, Edit for Mechanics",230,HiAvg,,,,,,,2020-02-06 10:39:22,2019-2020,2021,Winter
653,653,Winter 2019-2020,812921,2002-07-02,M,11,Language Arts,Language Usage,Growth: Language 2-12 CCSS 2010 V2,616849185,2020-02-06,10:39:15,46,227,3.0,63.0,HiAvg,60,0.0,,,,"Writing: Write, Revise Texts for Purpose and Audience",214,LoAvg,"Language: Understand, Edit for Grammar, Usage",224,Avg,"Language: Understand, Edit for Mechanics",243,High,,,,,,,2020-02-06 10:39:15,2019-2020,2021,Winter
